UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,AIRCRAFT_TYPE,MONTH
WN,Southwest Airlines Co.,10599,13851,612,10
WN,Southwest Airlines Co.,12391,10821,612,10
WN,Southwest Airlines Co.,12391,10693,612,10
WN,Southwest Airlines Co.,12391,11697,612,10
WN,Southwest Airlines Co.,12391,13204,612,10
WN,Southwest Airlines Co.,12391,14027,612,10
WN,Southwest Airlines Co.,11259,13303,612,10
WN,Southwest Airlines Co.,11259,15624,612,10
WN,Southwest Airlines Co.,11259,13930,612,10
WN,Southwest Airlines Co.,11259,15016,612,10
WN,Southwest Airlines Co.,11259,12954,612,10
WN,Southwest Airlines Co.,11259,13891,612,10
WN,Southwest Airlines Co.,11259,14683,612,10
WN,Southwest Airlines Co.,11259,12266,612,10
WN,Southwest Airlines Co.,11259,11066,612,10
WN,Southwest Airlines Co.,11259,11540,612,10
WN,Southwest Airlines Co.,11259,13871,612,10
WN,Southwest Airlines Co.,11259,15304,612,10
WN,Southwest Airlines Co.,11259,11292,612,10
WN,Southwest Airlines Co.,11259,14869,612,10
WN,Southwest Airlines Co.,11259,12889,612,10
WN,Southwest Airlines Co.,11259,13796,612,10
WN,Southwest Airlines Co.,11259,14679,612,10
WN,Southwest Airlines Co.,11259,12451,612,10
WN,Southwest Airlines Co.,11259,10821,612,10
WN,Southwest Airlines Co.,11259,11481,612,10
WN,Southwest Airlines Co.,11259,13487,612,10
WN,Southwest Airlines Co.,11259,12896,612,10
WN,Southwest Airlines Co.,11259,13158,612,10
WN,Southwest Airlines Co.,11259,10279,612,10
WN,Southwest Airlines Co.,11259,13342,612,10
WN,Southwest Airlines Co.,11259,10140,612,10
WN,Southwest Airlines Co.,11259,11057,612,10
WN,Southwest Airlines Co.,11259,13577,612,10
WN,Southwest Airlines Co.,11259,13931,612,10
WN,Southwest Airlines Co.,11259,13244,612,10
WN,Southwest Airlines Co.,11259,12339,612,10
WN,Southwest Airlines Co.,11259,10599,612,10
WN,Southwest Airlines Co.,11259,14492,612,10
WN,Southwest Airlines Co.,11259,12191,612,10
WN,Southwest Airlines Co.,11259,14100,612,10
WN,Southwest Airlines Co.,11259,13495,612,10
WN,Southwest Airlines Co.,11259,14122,612,10
WN,Southwest Airlines Co.,11259,10693,612,10
WN,Southwest Airlines Co.,11259,12953,612,10
WN,Southwest Airlines Co.,11259,15370,612,10
WN,Southwest Airlines Co.,11259,10397,612,10
WN,Southwest Airlines Co.,11259,12892,612,10
WN,Southwest Airlines Co.,11259,14831,612,10
WN,Southwest Airlines Co.,11259,11697,612,10
WN,Southwest Airlines Co.,11259,10849,612,10
WN,Southwest Airlines Co.,11259,14107,612,10
WN,Southwest Airlines Co.,11259,10800,612,10
WN,Southwest Airlines Co.,11259,10423,612,10
WN,Southwest Airlines Co.,11259,13232,612,10
WN,Southwest Airlines Co.,11259,14908,612,10
WN,Southwest Airlines Co.,11259,14986,612,10
WN,Southwest Airlines Co.,11259,12094,612,10
WN,Southwest Airlines Co.,11259,13198,612,10
WN,Southwest Airlines Co.,11259,11278,612,10
WN,Southwest Airlines Co.,11259,14635,612,10
WN,Southwest Airlines Co.,11259,14193,612,10
WN,Southwest Airlines Co.,11259,13204,612,10
WN,Southwest Airlines Co.,11259,10994,612,10
WN,Southwest Airlines Co.,11259,14730,612,10
WN,Southwest Airlines Co.,11259,14685,612,10
WN,Southwest Airlines Co.,11259,11109,612,10
WN,Southwest Airlines Co.,11259,12992,612,10
WN,Southwest Airlines Co.,11259,13502,612,10
WN,Southwest Airlines Co.,14492,15016,612,10
WN,Southwest Airlines Co.,14492,15304,612,10
WN,Southwest Airlines Co.,14492,11292,612,10
WN,Southwest Airlines Co.,14492,12889,612,10
WN,Southwest Airlines Co.,14492,10821,612,10
WN,Southwest Airlines Co.,14492,13931,612,10
WN,Southwest Airlines Co.,14492,11259,612,10
WN,Southwest Airlines Co.,14492,10693,612,10
WN,Southwest Airlines Co.,14492,10397,612,10
WN,Southwest Airlines Co.,14492,11697,612,10
WN,Southwest Airlines Co.,14492,14107,612,10
WN,Southwest Airlines Co.,14492,10423,612,10
WN,Southwest Airlines Co.,14492,13232,612,10
WN,Southwest Airlines Co.,14492,13204,612,10
WN,Southwest Airlines Co.,12191,11433,612,10
WN,Southwest Airlines Co.,12191,11193,612,10
WN,Southwest Airlines Co.,12191,13303,612,10
WN,Southwest Airlines Co.,12191,15016,612,10
WN,Southwest Airlines Co.,12191,12954,612,10
WN,Southwest Airlines Co.,12191,13891,612,10
WN,Southwest Airlines Co.,12191,14683,612,10
WN,Southwest Airlines Co.,12191,14893,612,10
WN,Southwest Airlines Co.,12191,11066,612,10
WN,Southwest Airlines Co.,12191,11540,612,10
WN,Southwest Airlines Co.,12191,13871,612,10
WN,Southwest Airlines Co.,12191,15304,612,10
WN,Southwest Airlines Co.,12191,11292,612,10
WN,Southwest Airlines Co.,12191,14869,612,10
WN,Southwest Airlines Co.,12191,12889,612,10
WN,Southwest Airlines Co.,12191,13796,612,10
WN,Southwest Airlines Co.,12191,14679,612,10
WN,Southwest Airlines Co.,12191,12451,612,10
WN,Southwest Airlines Co.,12191,10821,612,10
WN,Southwest Airlines Co.,12191,11996,612,10
WN,Southwest Airlines Co.,12191,11481,612,10
WN,Southwest Airlines Co.,12191,13487,612,10
WN,Southwest Airlines Co.,12191,13158,612,10
WN,Southwest Airlines Co.,12191,13342,612,10
WN,Southwest Airlines Co.,12191,10140,612,10
WN,Southwest Airlines Co.,12191,13244,612,10
WN,Southwest Airlines Co.,12191,12339,612,10
WN,Southwest Airlines Co.,12191,10599,612,10
WN,Southwest Airlines Co.,12191,11259,612,10
WN,Southwest Airlines Co.,12191,14100,612,10
WN,Southwest Airlines Co.,12191,13495,612,10
WN,Southwest Airlines Co.,12191,14122,612,10
WN,Southwest Airlines Co.,12191,10693,612,10
WN,Southwest Airlines Co.,12191,12953,612,10
WN,Southwest Airlines Co.,12191,15370,612,10
WN,Southwest Airlines Co.,12191,10397,612,10
WN,Southwest Airlines Co.,12191,12892,612,10
WN,Southwest Airlines Co.,12191,11697,612,10
WN,Southwest Airlines Co.,12191,14107,612,10
WN,Southwest Airlines Co.,12191,10800,612,10
WN,Southwest Airlines Co.,12191,10423,612,10
WN,Southwest Airlines Co.,12191,13232,612,10
WN,Southwest Airlines Co.,12191,14908,612,10
WN,Southwest Airlines Co.,12191,14986,612,10
WN,Southwest Airlines Co.,12191,15376,612,10
WN,Southwest Airlines Co.,12191,13198,612,10
WN,Southwest Airlines Co.,12191,11278,612,10
WN,Southwest Airlines Co.,12191,14635,612,10
WN,Southwest Airlines Co.,12191,14193,612,10
WN,Southwest Airlines Co.,12191,13204,612,10
WN,Southwest Airlines Co.,12191,10994,612,10
WN,Southwest Airlines Co.,12191,11986,612,10
WN,Southwest Airlines Co.,12191,13851,612,10
WN,Southwest Airlines Co.,12191,14685,612,10
WN,Southwest Airlines Co.,12191,11109,612,10
WN,Southwest Airlines Co.,12191,12206,612,10
WN,Southwest Airlines Co.,12191,12992,612,10
WN,Southwest Airlines Co.,12191,10257,612,10
WN,Southwest Airlines Co.,12191,11140,612,10
WN,Southwest Airlines Co.,12191,12448,612,10
WN,Southwest Airlines Co.,14100,15304,612,10
WN,Southwest Airlines Co.,14100,11292,612,10
WN,Southwest Airlines Co.,14100,11259,612,10
WN,Southwest Airlines Co.,14100,10693,612,10
WN,Southwest Airlines Co.,14100,12953,612,10
WN,Southwest Airlines Co.,14100,10397,612,10
WN,Southwest Airlines Co.,14100,13232,612,10
WN,Southwest Airlines Co.,14100,13204,612,10
WN,Southwest Airlines Co.,14307,15304,612,10
WN,Southwest Airlines Co.,14307,10821,612,10
WN,Southwest Airlines Co.,14307,13232,612,10
WN,Southwest Airlines Co.,14307,11278,612,10
WN,Southwest Airlines Co.,14307,14635,612,10
WN,Southwest Airlines Co.,14307,13204,612,10
WN,Southwest Airlines Co.,13495,13303,612,10
WN,Southwest Airlines Co.,13495,15016,612,10
WN,Southwest Airlines Co.,13495,14683,612,10
WN,Southwest Airlines Co.,13495,12266,612,10
WN,Southwest Airlines Co.,13495,15304,612,10
WN,Southwest Airlines Co.,13495,11292,612,10
WN,Southwest Airlines Co.,13495,12889,612,10
WN,Southwest Airlines Co.,13495,10821,612,10
WN,Southwest Airlines Co.,13495,11259,612,10
WN,Southwest Airlines Co.,13495,12191,612,10
WN,Southwest Airlines Co.,13495,10693,612,10
WN,Southwest Airlines Co.,13495,12953,612,10
WN,Southwest Airlines Co.,13495,10397,612,10
WN,Southwest Airlines Co.,13495,12892,612,10
WN,Southwest Airlines Co.,13495,11697,612,10
WN,Southwest Airlines Co.,13495,14107,612,10
WN,Southwest Airlines Co.,13495,10423,612,10
WN,Southwest Airlines Co.,13495,13232,612,10
WN,Southwest Airlines Co.,13495,13198,612,10
WN,Southwest Airlines Co.,13495,11278,612,10
WN,Southwest Airlines Co.,13495,13204,612,10
WN,Southwest Airlines Co.,13495,13851,612,10
WN,Southwest Airlines Co.,14122,15016,612,10
WN,Southwest Airlines Co.,14122,15304,612,10
WN,Southwest Airlines Co.,14122,11292,612,10
WN,Southwest Airlines Co.,14122,12889,612,10
WN,Southwest Airlines Co.,14122,10821,612,10
WN,Southwest Airlines Co.,14122,13577,612,10
WN,Southwest Airlines Co.,14122,11259,612,10
WN,Southwest Airlines Co.,14122,12191,612,10
WN,Southwest Airlines Co.,14122,10693,612,10
WN,Southwest Airlines Co.,14122,10397,612,10
WN,Southwest Airlines Co.,14122,11697,612,10
WN,Southwest Airlines Co.,14122,14107,612,10
WN,Southwest Airlines Co.,14122,13232,612,10
WN,Southwest Airlines Co.,14122,14986,612,10
WN,Southwest Airlines Co.,14122,14635,612,10
WN,Southwest Airlines Co.,14122,13204,612,10
WN,Southwest Airlines Co.,12264,11292,612,10
WN,Southwest Airlines Co.,12264,10821,612,10
WN,Southwest Airlines Co.,12264,10397,612,10
WN,Southwest Airlines Co.,12264,13232,612,10
WN,Southwest Airlines Co.,12264,13204,612,10
WN,Southwest Airlines Co.,10529,15304,612,10
WN,Southwest Airlines Co.,10529,10821,612,10
WN,Southwest Airlines Co.,10529,10693,612,10
WN,Southwest Airlines Co.,10529,13232,612,10
WN,Southwest Airlines Co.,10529,13204,612,10
WN,Southwest Airlines Co.,10693,11042,612,10
WN,Southwest Airlines Co.,10693,11433,612,10
WN,Southwest Airlines Co.,10693,13303,612,10
WN,Southwest Airlines Co.,10693,15624,612,10
WN,Southwest Airlines Co.,10693,13930,612,10
WN,Southwest Airlines Co.,10693,15016,612,10
WN,Southwest Airlines Co.,10693,14683,612,10
WN,Southwest Airlines Co.,10693,12266,612,10
WN,Southwest Airlines Co.,10693,11066,612,10
WN,Southwest Airlines Co.,10693,13871,612,10
WN,Southwest Airlines Co.,10693,15304,612,10
WN,Southwest Airlines Co.,10693,11292,612,10
WN,Southwest Airlines Co.,10693,14869,612,10
WN,Southwest Airlines Co.,10693,12889,612,10
WN,Southwest Airlines Co.,10693,13796,612,10
WN,Southwest Airlines Co.,10693,14679,612,10
WN,Southwest Airlines Co.,10693,12451,612,10
WN,Southwest Airlines Co.,10693,10821,612,10
WN,Southwest Airlines Co.,10693,11481,612,10
WN,Southwest Airlines Co.,10693,13487,612,10
WN,Southwest Airlines Co.,10693,14747,612,10
WN,Southwest Airlines Co.,10693,13342,612,10
WN,Southwest Airlines Co.,10693,11057,612,10
WN,Southwest Airlines Co.,10693,13577,612,10
WN,Southwest Airlines Co.,10693,13931,612,10
WN,Southwest Airlines Co.,10693,11259,612,10
WN,Southwest Airlines Co.,10693,12391,612,10
WN,Southwest Airlines Co.,10693,14492,612,10
WN,Southwest Airlines Co.,10693,12191,612,10
WN,Southwest Airlines Co.,10693,14100,612,10
WN,Southwest Airlines Co.,10693,13495,612,10
WN,Southwest Airlines Co.,10693,14122,612,10
WN,Southwest Airlines Co.,10693,10529,612,10
WN,Southwest Airlines Co.,10693,12953,612,10
WN,Southwest Airlines Co.,10693,10397,612,10
WN,Southwest Airlines Co.,10693,12892,612,10
WN,Southwest Airlines Co.,10693,14831,612,10
WN,Southwest Airlines Co.,10693,11697,612,10
WN,Southwest Airlines Co.,10693,10721,612,10
WN,Southwest Airlines Co.,10693,14107,612,10
WN,Southwest Airlines Co.,10693,10800,612,10
WN,Southwest Airlines Co.,10693,10423,612,10
WN,Southwest Airlines Co.,10693,13232,612,10
WN,Southwest Airlines Co.,10693,14908,612,10
WN,Southwest Airlines Co.,10693,14986,612,10
WN,Southwest Airlines Co.,10693,13198,612,10
WN,Southwest Airlines Co.,10693,11278,612,10
WN,Southwest Airlines Co.,10693,14635,612,10
WN,Southwest Airlines Co.,10693,14193,612,10
WN,Southwest Airlines Co.,10693,13204,612,10
WN,Southwest Airlines Co.,10693,10994,612,10
WN,Southwest Airlines Co.,10693,14027,612,10
WN,Southwest Airlines Co.,10693,13851,612,10
WN,Southwest Airlines Co.,10693,14685,612,10
WN,Southwest Airlines Co.,12953,15016,612,10
WN,Southwest Airlines Co.,12953,15304,612,10
WN,Southwest Airlines Co.,12953,11292,612,10
WN,Southwest Airlines Co.,12953,11259,612,10
WN,Southwest Airlines Co.,12953,12191,612,10
WN,Southwest Airlines Co.,12953,13495,612,10
WN,Southwest Airlines Co.,12953,10693,612,10
WN,Southwest Airlines Co.,12953,10397,612,10
WN,Southwest Airlines Co.,12953,13232,612,10
WN,Southwest Airlines Co.,12953,13198,612,10
WN,Southwest Airlines Co.,12953,13204,612,10
WN,Southwest Airlines Co.,12953,12992,612,10
WN,Southwest Airlines Co.,15370,15016,612,10
WN,Southwest Airlines Co.,15370,11292,612,10
WN,Southwest Airlines Co.,15370,12889,612,10
WN,Southwest Airlines Co.,15370,11259,612,10
WN,Southwest Airlines Co.,15370,12191,612,10
WN,Southwest Airlines Co.,15370,14107,612,10
WN,Southwest Airlines Co.,15370,10423,612,10
WN,Southwest Airlines Co.,15370,13851,612,10
WN,Southwest Airlines Co.,10397,11042,612,10
WN,Southwest Airlines Co.,10397,13303,612,10
WN,Southwest Airlines Co.,10397,13930,612,10
WN,Southwest Airlines Co.,10397,15016,612,10
WN,Southwest Airlines Co.,10397,14683,612,10
WN,Southwest Airlines Co.,10397,11066,612,10
WN,Southwest Airlines Co.,10397,13871,612,10
WN,Southwest Airlines Co.,10397,15304,612,10
WN,Southwest Airlines Co.,10397,11292,612,10
WN,Southwest Airlines Co.,10397,12889,612,10
WN,Southwest Airlines Co.,10397,14679,612,10
WN,Southwest Airlines Co.,10397,12451,612,10
WN,Southwest Airlines Co.,10397,10821,612,10
WN,Southwest Airlines Co.,10397,11996,612,10
WN,Southwest Airlines Co.,10397,11481,612,10
WN,Southwest Airlines Co.,10397,13342,612,10
WN,Southwest Airlines Co.,10397,13577,612,10
WN,Southwest Airlines Co.,10397,13244,612,10
WN,Southwest Airlines Co.,10397,12339,612,10
WN,Southwest Airlines Co.,10397,11259,612,10
WN,Southwest Airlines Co.,10397,14492,612,10
WN,Southwest Airlines Co.,10397,12191,612,10
WN,Southwest Airlines Co.,10397,14100,612,10
WN,Southwest Airlines Co.,10397,13495,612,10
WN,Southwest Airlines Co.,10397,14122,612,10
WN,Southwest Airlines Co.,10397,12264,612,10
WN,Southwest Airlines Co.,10397,10693,612,10
WN,Southwest Airlines Co.,10397,12953,612,10
WN,Southwest Airlines Co.,10397,12892,612,10
WN,Southwest Airlines Co.,10397,11697,612,10
WN,Southwest Airlines Co.,10397,14107,612,10
WN,Southwest Airlines Co.,10397,10423,612,10
WN,Southwest Airlines Co.,10397,13232,612,10
WN,Southwest Airlines Co.,10397,14986,612,10
WN,Southwest Airlines Co.,10397,13198,612,10
WN,Southwest Airlines Co.,10397,11278,612,10
WN,Southwest Airlines Co.,10397,14635,612,10
WN,Southwest Airlines Co.,10397,14193,612,10
WN,Southwest Airlines Co.,10397,13204,612,10
WN,Southwest Airlines Co.,10397,14027,612,10
WN,Southwest Airlines Co.,10397,14524,612,10
WN,Southwest Airlines Co.,10397,14730,612,10
WN,Southwest Airlines Co.,10397,13851,612,10
WN,Southwest Airlines Co.,10397,14685,612,10
WN,Southwest Airlines Co.,10397,12992,612,10
WN,Southwest Airlines Co.,10397,12448,612,10
WN,Southwest Airlines Co.,12892,15016,612,10
WN,Southwest Airlines Co.,12892,14683,612,10
WN,Southwest Airlines Co.,12892,14893,612,10
WN,Southwest Airlines Co.,12892,11540,612,10
WN,Southwest Airlines Co.,12892,11292,612,10
WN,Southwest Airlines Co.,12892,14869,612,10
WN,Southwest Airlines Co.,12892,12889,612,10
WN,Southwest Airlines Co.,12892,13796,612,10
WN,Southwest Airlines Co.,12892,14679,612,10
WN,Southwest Airlines Co.,12892,10821,612,10
WN,Southwest Airlines Co.,12892,14570,612,10
WN,Southwest Airlines Co.,12892,10140,612,10
WN,Southwest Airlines Co.,12892,11259,612,10
WN,Southwest Airlines Co.,12892,12191,612,10
WN,Southwest Airlines Co.,12892,13495,612,10
WN,Southwest Airlines Co.,12892,10693,612,10
WN,Southwest Airlines Co.,12892,14831,612,10
WN,Southwest Airlines Co.,12892,14107,612,10
WN,Southwest Airlines Co.,12892,10800,612,10
WN,Southwest Airlines Co.,12892,14771,612,10
WN,Southwest Airlines Co.,12892,10423,612,10
WN,Southwest Airlines Co.,12892,13232,612,10
WN,Southwest Airlines Co.,12892,15376,612,10
WN,Southwest Airlines Co.,12892,13198,612,10
WN,Southwest Airlines Co.,11697,10792,612,10
WN,Southwest Airlines Co.,11697,13930,612,10
WN,Southwest Airlines Co.,11697,15016,612,10
WN,Southwest Airlines Co.,11697,11066,612,10
WN,Southwest Airlines Co.,11697,15304,612,10
WN,Southwest Airlines Co.,11697,11292,612,10
WN,Southwest Airlines Co.,11697,10821,612,10
WN,Southwest Airlines Co.,11697,13342,612,10
WN,Southwest Airlines Co.,11697,12339,612,10
WN,Southwest Airlines Co.,11697,11259,612,10
WN,Southwest Airlines Co.,11697,12391,612,10
WN,Southwest Airlines Co.,11697,14492,612,10
WN,Southwest Airlines Co.,11697,12191,612,10
WN,Southwest Airlines Co.,11697,14307,612,10
WN,Southwest Airlines Co.,11697,13495,612,10
WN,Southwest Airlines Co.,11697,14122,612,10
WN,Southwest Airlines Co.,11697,12264,612,10
WN,Southwest Airlines Co.,11697,10693,612,10
WN,Southwest Airlines Co.,11697,10397,612,10
WN,Southwest Airlines Co.,11697,14107,612,10
WN,Southwest Airlines Co.,11697,14843,612,10
WN,Southwest Airlines Co.,11697,10423,612,10
WN,Southwest Airlines Co.,11697,13232,612,10
WN,Southwest Airlines Co.,11697,13198,612,10
WN,Southwest Airlines Co.,11697,11278,612,10
WN,Southwest Airlines Co.,11697,13204,612,10
WN,Southwest Airlines Co.,11697,14730,612,10
WN,Southwest Airlines Co.,10849,11292,612,10
WN,Southwest Airlines Co.,10849,12889,612,10
WN,Southwest Airlines Co.,10849,11259,612,10
WN,Southwest Airlines Co.,10721,15016,612,10
WN,Southwest Airlines Co.,10721,11292,612,10
WN,Southwest Airlines Co.,10721,10821,612,10
WN,Southwest Airlines Co.,10721,12339,612,10
WN,Southwest Airlines Co.,10721,10693,612,10
WN,Southwest Airlines Co.,10721,13232,612,10
WN,Southwest Airlines Co.,10721,13204,612,10
WN,Southwest Airlines Co.,14831,12954,612,10
WN,Southwest Airlines Co.,14831,10713,612,10
WN,Southwest Airlines Co.,14831,13891,612,10
WN,Southwest Airlines Co.,14831,11292,612,10
WN,Southwest Airlines Co.,14831,14869,612,10
WN,Southwest Airlines Co.,14831,12889,612,10
WN,Southwest Airlines Co.,14831,14679,612,10
WN,Southwest Airlines Co.,14831,11884,612,10
WN,Southwest Airlines Co.,14831,14747,612,10
WN,Southwest Airlines Co.,14831,14570,612,10
WN,Southwest Airlines Co.,14831,14057,612,10
WN,Southwest Airlines Co.,14831,11259,612,10
WN,Southwest Airlines Co.,14831,10693,612,10
WN,Southwest Airlines Co.,14831,12892,612,10
WN,Southwest Airlines Co.,14831,14107,612,10
WN,Southwest Airlines Co.,14831,10800,612,10
WN,Southwest Airlines Co.,14831,10423,612,10
WN,Southwest Airlines Co.,14831,13232,612,10
WN,Southwest Airlines Co.,14831,14908,612,10
WN,Southwest Airlines Co.,14107,11042,612,10
WN,Southwest Airlines Co.,14107,11193,612,10
WN,Southwest Airlines Co.,14107,10792,612,10
WN,Southwest Airlines Co.,14107,13930,612,10
WN,Southwest Airlines Co.,14107,15016,612,10
WN,Southwest Airlines Co.,14107,12954,612,10
WN,Southwest Airlines Co.,14107,10713,612,10
WN,Southwest Airlines Co.,14107,13891,612,10
WN,Southwest Airlines Co.,14107,14683,612,10
WN,Southwest Airlines Co.,14107,14262,612,10
WN,Southwest Airlines Co.,14107,14893,612,10
WN,Southwest Airlines Co.,14107,12266,612,10
WN,Southwest Airlines Co.,14107,11066,612,10
WN,Southwest Airlines Co.,14107,11540,612,10
WN,Southwest Airlines Co.,14107,13871,612,10
WN,Southwest Airlines Co.,14107,15304,612,10
WN,Southwest Airlines Co.,14107,11292,612,10
WN,Southwest Airlines Co.,14107,14869,612,10
WN,Southwest Airlines Co.,14107,12889,612,10
WN,Southwest Airlines Co.,14107,13796,612,10
WN,Southwest Airlines Co.,14107,14679,612,10
WN,Southwest Airlines Co.,14107,10821,612,10
WN,Southwest Airlines Co.,14107,13487,612,10
WN,Southwest Airlines Co.,14107,11884,612,10
WN,Southwest Airlines Co.,14107,14747,612,10
WN,Southwest Airlines Co.,14107,14570,612,10
WN,Southwest Airlines Co.,14107,14057,612,10
WN,Southwest Airlines Co.,14107,13342,612,10
WN,Southwest Airlines Co.,14107,10140,612,10
WN,Southwest Airlines Co.,14107,13244,612,10
WN,Southwest Airlines Co.,14107,12339,612,10
WN,Southwest Airlines Co.,14107,11259,612,10
WN,Southwest Airlines Co.,14107,14492,612,10
WN,Southwest Airlines Co.,14107,12191,612,10
WN,Southwest Airlines Co.,14107,13495,612,10
WN,Southwest Airlines Co.,14107,14122,612,10
WN,Southwest Airlines Co.,14107,10693,612,10
WN,Southwest Airlines Co.,14107,15370,612,10
WN,Southwest Airlines Co.,14107,10397,612,10
WN,Southwest Airlines Co.,14107,12892,612,10
WN,Southwest Airlines Co.,14107,14831,612,10
WN,Southwest Airlines Co.,14107,11697,612,10
WN,Southwest Airlines Co.,14107,10800,612,10
WN,Southwest Airlines Co.,14107,14771,612,10
WN,Southwest Airlines Co.,14107,10423,612,10
WN,Southwest Airlines Co.,14107,13232,612,10
WN,Southwest Airlines Co.,14107,14908,612,10
WN,Southwest Airlines Co.,14107,13198,612,10
WN,Southwest Airlines Co.,14107,13204,612,10
WN,Southwest Airlines Co.,14107,14730,612,10
WN,Southwest Airlines Co.,14107,13851,612,10
WN,Southwest Airlines Co.,14107,11109,612,10
WN,Southwest Airlines Co.,14843,15304,612,10
WN,Southwest Airlines Co.,14843,12191,612,10
WN,Southwest Airlines Co.,14843,11697,612,10
WN,Southwest Airlines Co.,14843,13232,612,10
WN,Southwest Airlines Co.,14843,13198,612,10
WN,Southwest Airlines Co.,14843,13204,612,10
WN,Southwest Airlines Co.,10800,11638,612,10
WN,Southwest Airlines Co.,10800,14893,612,10
WN,Southwest Airlines Co.,10800,11292,612,10
WN,Southwest Airlines Co.,10800,14869,612,10
WN,Southwest Airlines Co.,10800,12889,612,10
WN,Southwest Airlines Co.,10800,13796,612,10
WN,Southwest Airlines Co.,10800,14570,612,10
WN,Southwest Airlines Co.,10800,11259,612,10
WN,Southwest Airlines Co.,10800,12191,612,10
WN,Southwest Airlines Co.,10800,10693,612,10
WN,Southwest Airlines Co.,10800,14831,612,10
WN,Southwest Airlines Co.,10800,14107,612,10
WN,Southwest Airlines Co.,10800,14771,612,10
WN,Southwest Airlines Co.,10800,10423,612,10
WN,Southwest Airlines Co.,10800,13232,612,10
WN,Southwest Airlines Co.,14771,12954,612,10
WN,Southwest Airlines Co.,14771,11292,612,10
WN,Southwest Airlines Co.,14771,12889,612,10
WN,Southwest Airlines Co.,14771,14679,612,10
WN,Southwest Airlines Co.,14771,12892,612,10
WN,Southwest Airlines Co.,14771,14107,612,10
WN,Southwest Airlines Co.,14771,10800,612,10
WN,Southwest Airlines Co.,14771,13232,612,10
WN,Southwest Airlines Co.,10423,13303,612,10
WN,Southwest Airlines Co.,10423,13930,612,10
WN,Southwest Airlines Co.,10423,15016,612,10
WN,Southwest Airlines Co.,10423,12954,612,10
WN,Southwest Airlines Co.,10423,13891,612,10
WN,Southwest Airlines Co.,10423,14893,612,10
WN,Southwest Airlines Co.,10423,11540,612,10
WN,Southwest Airlines Co.,10423,15304,612,10
WN,Southwest Airlines Co.,10423,11292,612,10
WN,Southwest Airlines Co.,10423,14869,612,10
WN,Southwest Airlines Co.,10423,12889,612,10
WN,Southwest Airlines Co.,10423,13796,612,10
WN,Southwest Airlines Co.,10423,14679,612,10
WN,Southwest Airlines Co.,10423,10821,612,10
WN,Southwest Airlines Co.,10423,11481,612,10
WN,Southwest Airlines Co.,10423,13487,612,10
WN,Southwest Airlines Co.,10423,12896,612,10
WN,Southwest Airlines Co.,10423,10140,612,10
WN,Southwest Airlines Co.,10423,12339,612,10
WN,Southwest Airlines Co.,10423,11259,612,10
WN,Southwest Airlines Co.,10423,14492,612,10
WN,Southwest Airlines Co.,10423,12191,612,10
WN,Southwest Airlines Co.,10423,13495,612,10
WN,Southwest Airlines Co.,10423,10693,612,10
WN,Southwest Airlines Co.,10423,15370,612,10
WN,Southwest Airlines Co.,10423,10397,612,10
WN,Southwest Airlines Co.,10423,12892,612,10
WN,Southwest Airlines Co.,10423,14831,612,10
WN,Southwest Airlines Co.,10423,11697,612,10
WN,Southwest Airlines Co.,10423,14107,612,10
WN,Southwest Airlines Co.,10423,10800,612,10
WN,Southwest Airlines Co.,10423,13232,612,10
WN,Southwest Airlines Co.,10423,14908,612,10
WN,Southwest Airlines Co.,10423,13198,612,10
WN,Southwest Airlines Co.,10423,11278,612,10
WN,Southwest Airlines Co.,10423,13204,612,10
WN,Southwest Airlines Co.,10423,13851,612,10
WN,Southwest Airlines Co.,10423,12206,612,10
WN,Southwest Airlines Co.,13232,11042,612,10
WN,Southwest Airlines Co.,13232,11433,612,10
WN,Southwest Airlines Co.,13232,11193,612,10
WN,Southwest Airlines Co.,13232,10792,612,10
WN,Southwest Airlines Co.,13232,13303,612,10
WN,Southwest Airlines Co.,13232,15624,612,10
WN,Southwest Airlines Co.,13232,15016,612,10
WN,Southwest Airlines Co.,13232,12954,612,10
WN,Southwest Airlines Co.,13232,10713,612,10
WN,Southwest Airlines Co.,13232,13891,612,10
WN,Southwest Airlines Co.,13232,14683,612,10
WN,Southwest Airlines Co.,13232,14893,612,10
WN,Southwest Airlines Co.,13232,12266,612,10
WN,Southwest Airlines Co.,13232,11066,612,10
WN,Southwest Airlines Co.,13232,13871,612,10
WN,Southwest Airlines Co.,13232,15304,612,10
WN,Southwest Airlines Co.,13232,11292,612,10
WN,Southwest Airlines Co.,13232,14869,612,10
WN,Southwest Airlines Co.,13232,12889,612,10
WN,Southwest Airlines Co.,13232,13796,612,10
WN,Southwest Airlines Co.,13232,14679,612,10
WN,Southwest Airlines Co.,13232,12451,612,10
WN,Southwest Airlines Co.,13232,10821,612,10
WN,Southwest Airlines Co.,13232,11481,612,10
WN,Southwest Airlines Co.,13232,13487,612,10
WN,Southwest Airlines Co.,13232,14747,612,10
WN,Southwest Airlines Co.,13232,14570,612,10
WN,Southwest Airlines Co.,13232,14057,612,10
WN,Southwest Airlines Co.,13232,10140,612,10
WN,Southwest Airlines Co.,13232,11057,612,10
WN,Southwest Airlines Co.,13232,13577,612,10
WN,Southwest Airlines Co.,13232,13931,612,10
